2022-05-18/14:11:39		Reading training file
2022-05-24/19:45:37		Entered the checkOutliers method of the Preprocessor class
2022-05-24/19:45:37		Finding outliers is a success
2022-05-24/19:45:37		Saving the plot of target data after replacing outliers is a success
2022-05-24/19:45:37		There are no outliers, thus replacing outliers is a success
2022-05-24/19:45:37		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-24/19:45:37		Creating New features is a success
2022-05-24/19:45:37		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-24/19:45:37		Creating New features is a success
2022-05-24/19:45:37		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-24/19:45:37		Entered the trainModel method of the Preprocessor class
2022-05-24/19:45:38		Training different models is a success
2022-05-24/19:45:39		Selecting the best parameters using hyperparameter tuning is a success
2022-05-24/19:45:39		Saving the best model
2022-05-24/19:45:39		Entered the predictingTestData method of the Preprocessor class
2022-05-24/19:46:23		Entered the readDataset method of the Preprocessor class
2022-05-24/19:46:23		Reading data is a success
2022-05-24/19:46:23		Entered the readDataset method of the Preprocessor class
2022-05-24/19:46:23		Reading data is a success
2022-05-24/19:46:23		Entered the checkNullvalues method of the Preprocessor class
2022-05-24/19:46:23		Finding missing values is a success
2022-05-24/19:46:23		Entered the fillMissingValues method of the Preprocessor class
2022-05-24/19:46:23		Entered the checkNullvalues method of the Preprocessor class
2022-05-24/19:46:23		Finding missing values is a success
2022-05-24/19:46:23		There are no null values, thus filling missing values is a success
2022-05-24/19:46:23		Entered the checkOutliers method of the Preprocessor class
2022-05-24/19:46:23		Finding outliers is a success
2022-05-24/19:46:23		Entered the replacingOutliers method of the Preprocessor class
2022-05-24/19:46:23		Entered the checkOutliers method of the Preprocessor class
2022-05-24/19:46:23		Finding outliers is a success
2022-05-24/19:46:23		Saving the plot of target data after replacing outliers is a success
2022-05-24/19:46:23		There are no outliers, thus replacing outliers is a success
2022-05-24/19:46:23		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-24/19:46:23		Creating New features is a success
2022-05-24/19:46:23		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-24/19:46:23		Creating New features is a success
2022-05-24/19:46:23		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-24/19:46:23		Entered the trainModel method of the Preprocessor class
2022-05-24/19:46:25		Training different models is a success
2022-05-24/19:46:26		Selecting the best parameters using hyperparameter tuning is a success
2022-05-24/19:46:26		Saving the best model
2022-05-24/19:46:26		Entered the predictingTestData method of the Preprocessor class
2022-05-24/23:00:42		Entered the readDataset method of the Preprocessor class
2022-05-24/23:00:42		Reading data is a success
2022-05-24/23:00:43		Entered the readDataset method of the Preprocessor class
2022-05-24/23:00:43		Reading data is a success
2022-05-24/23:00:43		Entered the checkNullvalues method of the Preprocessor class
2022-05-24/23:00:43		Finding missing values is a success
2022-05-24/23:00:43		Entered the fillMissingValues method of the Preprocessor class
2022-05-24/23:00:43		Entered the checkNullvalues method of the Preprocessor class
2022-05-24/23:00:43		Finding missing values is a success
2022-05-24/23:00:43		There are no null values, thus filling missing values is a success
2022-05-24/23:00:43		Entered the checkOutliers method of the Preprocessor class
2022-05-24/23:00:43		Finding outliers is a success
2022-05-24/23:00:43		Entered the replacingOutliers method of the Preprocessor class
2022-05-24/23:00:43		Entered the checkOutliers method of the Preprocessor class
2022-05-24/23:00:43		Finding outliers is a success
2022-05-24/23:00:43		Saving the plot of target data after replacing outliers is a success
2022-05-24/23:00:43		There are no outliers, thus replacing outliers is a success
2022-05-24/23:00:43		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-24/23:00:43		Creating New features is a success
2022-05-24/23:00:43		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-24/23:00:43		Creating New features is a success
2022-05-24/23:00:43		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-24/23:00:43		Entered the trainModel method of the Preprocessor class
2022-05-24/23:00:46		Training different models is a success
2022-05-24/23:00:47		Selecting the best parameters using hyperparameter tuning is a success
2022-05-24/23:00:47		Saving the best model
2022-05-24/23:00:47		Entered the predictingTestData method of the Preprocessor class
2022-05-24/23:15:21		Entered the readDataset method of the Preprocessor class
2022-05-24/23:15:21		Reading data is a success
2022-05-24/23:15:22		Entered the readDataset method of the Preprocessor class
2022-05-24/23:15:22		Reading data is a success
2022-05-24/23:15:22		Entered the checkNullvalues method of the Preprocessor class
2022-05-24/23:15:22		Finding missing values is a success
2022-05-24/23:15:22		Entered the fillMissingValues method of the Preprocessor class
2022-05-24/23:15:22		Entered the checkNullvalues method of the Preprocessor class
2022-05-24/23:15:22		Finding missing values is a success
2022-05-24/23:15:22		There are no null values, thus filling missing values is a success
2022-05-24/23:15:22		Entered the checkOutliers method of the Preprocessor class
2022-05-24/23:15:22		Finding outliers is a success
2022-05-24/23:15:22		Entered the replacingOutliers method of the Preprocessor class
2022-05-24/23:15:22		Entered the checkOutliers method of the Preprocessor class
2022-05-24/23:15:22		Finding outliers is a success
2022-05-24/23:15:22		Saving the plot of target data after replacing outliers is a success
2022-05-24/23:15:22		There are no outliers, thus replacing outliers is a success
2022-05-24/23:15:23		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-24/23:15:23		Creating New features is a success
2022-05-24/23:15:23		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-24/23:15:23		Creating New features is a success
2022-05-24/23:15:23		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-24/23:15:23		Entered the trainModel method of the Preprocessor class
2022-05-24/23:15:25		Training different models is a success
2022-05-24/23:15:26		Selecting the best parameters using hyperparameter tuning is a success
2022-05-24/23:15:26		Saving the best model
2022-05-24/23:15:26		Entered the predictingTestData method of the Preprocessor class
2022-05-24/23:44:19		Entered the readDataset method of the Preprocessor class
2022-05-24/23:44:19		Reading data is a success
2022-05-24/23:44:20		Entered the readDataset method of the Preprocessor class
2022-05-24/23:44:20		Reading data is a success
2022-05-24/23:44:20		Entered the checkNullvalues method of the Preprocessor class
2022-05-24/23:44:20		Finding missing values is a success
2022-05-24/23:44:20		Entered the fillMissingValues method of the Preprocessor class
2022-05-24/23:44:20		Entered the checkNullvalues method of the Preprocessor class
2022-05-24/23:44:20		Finding missing values is a success
2022-05-24/23:44:20		There are no null values, thus filling missing values is a success
2022-05-24/23:44:20		Entered the checkOutliers method of the Preprocessor class
2022-05-24/23:44:20		Finding outliers is a success
2022-05-24/23:44:20		Entered the replacingOutliers method of the Preprocessor class
2022-05-24/23:44:20		Entered the checkOutliers method of the Preprocessor class
2022-05-24/23:44:20		Finding outliers is a success
2022-05-24/23:44:20		Saving the plot of target data after replacing outliers is a success
2022-05-24/23:44:20		There are no outliers, thus replacing outliers is a success
2022-05-24/23:44:20		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-24/23:44:21		Creating New features is a success
2022-05-24/23:44:21		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-24/23:44:21		Creating New features is a success
2022-05-24/23:44:21		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-24/23:44:21		Entered the trainModel method of the Preprocessor class
2022-05-24/23:44:23		Training different models is a success
2022-05-24/23:44:24		Selecting the best parameters using hyperparameter tuning is a success
2022-05-24/23:44:24		Saving the best model
2022-05-24/23:44:24		Entered the predictingTestData method of the Preprocessor class
2022-05-24/23:49:12		Entered the readDataset method of the Preprocessor class
2022-05-24/23:49:12		Reading data is a success
2022-05-24/23:49:12		Entered the readDataset method of the Preprocessor class
2022-05-24/23:49:12		Reading data is a success
2022-05-24/23:49:12		Entered the checkNullvalues method of the Preprocessor class
2022-05-24/23:49:12		Finding missing values is a success
2022-05-24/23:49:12		Entered the fillMissingValues method of the Preprocessor class
2022-05-24/23:49:12		Entered the checkNullvalues method of the Preprocessor class
2022-05-24/23:49:12		Finding missing values is a success
2022-05-24/23:49:12		There are no null values, thus filling missing values is a success
2022-05-24/23:49:12		Entered the checkOutliers method of the Preprocessor class
2022-05-24/23:49:12		Finding outliers is a success
2022-05-24/23:49:12		Entered the replacingOutliers method of the Preprocessor class
2022-05-24/23:49:12		Entered the checkOutliers method of the Preprocessor class
2022-05-24/23:49:12		Finding outliers is a success
2022-05-24/23:49:12		Saving the plot of target data after replacing outliers is a success
2022-05-24/23:49:12		There are no outliers, thus replacing outliers is a success
2022-05-24/23:49:12		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-24/23:49:12		Creating New features is a success
2022-05-24/23:49:12		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-24/23:49:12		Creating New features is a success
2022-05-24/23:49:12		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-24/23:49:12		Entered the trainModel method of the Preprocessor class
2022-05-24/23:49:13		Training different models is a success
2022-05-24/23:49:14		Selecting the best parameters using hyperparameter tuning is a success
2022-05-24/23:49:14		Saving the best model
2022-05-24/23:49:14		Entered the predictingTestData method of the Preprocessor class
2022-05-24/23:52:32		Entered the readDataset method of the Preprocessor class
2022-05-24/23:52:32		Reading data is a success
2022-05-24/23:52:33		Entered the readDataset method of the Preprocessor class
2022-05-24/23:52:33		Reading data is a success
2022-05-24/23:52:33		Entered the checkNullvalues method of the Preprocessor class
2022-05-24/23:52:33		Finding missing values is a success
2022-05-24/23:52:33		Entered the fillMissingValues method of the Preprocessor class
2022-05-24/23:52:33		Entered the checkNullvalues method of the Preprocessor class
2022-05-24/23:52:33		Finding missing values is a success
2022-05-24/23:52:33		There are no null values, thus filling missing values is a success
2022-05-24/23:52:33		Entered the checkOutliers method of the Preprocessor class
2022-05-24/23:52:33		Finding outliers is a success
2022-05-24/23:52:33		Entered the replacingOutliers method of the Preprocessor class
2022-05-24/23:52:33		Entered the checkOutliers method of the Preprocessor class
2022-05-24/23:52:33		Finding outliers is a success
2022-05-24/23:52:33		Saving the plot of target data after replacing outliers is a success
2022-05-24/23:52:33		There are no outliers, thus replacing outliers is a success
2022-05-24/23:52:33		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-24/23:52:33		Creating New features is a success
2022-05-24/23:52:33		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-24/23:52:33		Creating New features is a success
2022-05-24/23:52:33		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-24/23:52:33		Entered the trainModel method of the Preprocessor class
2022-05-24/23:52:35		Training different models is a success
2022-05-24/23:52:36		Selecting the best parameters using hyperparameter tuning is a success
2022-05-24/23:52:36		Saving the best model
2022-05-24/23:52:36		Entered the predictingTestData method of the Preprocessor class
2022-05-25/00:03:11		Entered the readDataset method of the Preprocessor class
2022-05-25/00:03:11		Reading data is a success
2022-05-25/00:03:11		Entered the readDataset method of the Preprocessor class
2022-05-25/00:03:11		Reading data is a success
2022-05-25/00:03:11		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/00:03:11		Finding missing values is a success
2022-05-25/00:03:11		Entered the fillMissingValues method of the Preprocessor class
2022-05-25/00:03:11		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/00:03:11		Finding missing values is a success
2022-05-25/00:03:11		There are no null values, thus filling missing values is a success
2022-05-25/00:03:11		Entered the checkOutliers method of the Preprocessor class
2022-05-25/00:03:11		Finding outliers is a success
2022-05-25/00:03:11		Entered the replacingOutliers method of the Preprocessor class
2022-05-25/00:03:11		Entered the checkOutliers method of the Preprocessor class
2022-05-25/00:03:11		Finding outliers is a success
2022-05-25/00:03:11		Saving the plot of target data after replacing outliers is a success
2022-05-25/00:03:11		There are no outliers, thus replacing outliers is a success
2022-05-25/00:03:11		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/00:03:11		Creating New features is a success
2022-05-25/00:03:11		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/00:03:11		Creating New features is a success
2022-05-25/00:03:11		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-25/00:03:11		Entered the trainModel method of the Preprocessor class
2022-05-25/00:03:12		Training different models is a success
2022-05-25/00:03:13		Selecting the best parameters using hyperparameter tuning is a success
2022-05-25/00:03:13		Saving the best model
2022-05-25/00:03:13		Entered the predictingTestData method of the Preprocessor class
2022-05-25/00:10:40		Entered the readDataset method of the Preprocessor class
2022-05-25/00:10:40		Reading data is a success
2022-05-25/00:10:41		Entered the readDataset method of the Preprocessor class
2022-05-25/00:10:41		Reading data is a success
2022-05-25/00:10:41		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/00:10:41		Finding missing values is a success
2022-05-25/00:10:41		Entered the fillMissingValues method of the Preprocessor class
2022-05-25/00:10:41		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/00:10:41		Finding missing values is a success
2022-05-25/00:10:41		There are no null values, thus filling missing values is a success
2022-05-25/00:10:41		Entered the checkOutliers method of the Preprocessor class
2022-05-25/00:10:41		Finding outliers is a success
2022-05-25/00:10:41		Entered the replacingOutliers method of the Preprocessor class
2022-05-25/00:10:41		Entered the checkOutliers method of the Preprocessor class
2022-05-25/00:10:41		Finding outliers is a success
2022-05-25/00:10:41		Saving the plot of target data after replacing outliers is a success
2022-05-25/00:10:41		There are no outliers, thus replacing outliers is a success
2022-05-25/00:10:41		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/00:10:41		Creating New features is a success
2022-05-25/00:10:41		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/00:10:41		Creating New features is a success
2022-05-25/00:10:41		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-25/00:10:41		Entered the trainModel method of the Preprocessor class
2022-05-25/00:10:44		Training different models is a success
2022-05-25/00:10:45		Selecting the best parameters using hyperparameter tuning is a success
2022-05-25/00:10:45		Saving the best model
2022-05-25/00:10:45		Entered the predictingTestData method of the Preprocessor class
2022-05-25/16:30:42		Entered the readDataset method of the Preprocessor class
2022-05-25/16:30:42		Reading data is a success
2022-05-25/16:30:43		Entered the readDataset method of the Preprocessor class
2022-05-25/16:30:43		Reading data is a success
2022-05-25/16:30:43		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/16:30:43		Finding missing values is a success
2022-05-25/16:30:43		Entered the fillMissingValues method of the Preprocessor class
2022-05-25/16:30:43		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/16:30:43		Finding missing values is a success
2022-05-25/16:30:43		There are no null values, thus filling missing values is a success
2022-05-25/16:30:43		Entered the checkOutliers method of the Preprocessor class
2022-05-25/16:30:43		Finding outliers is a success
2022-05-25/16:30:43		Entered the replacingOutliers method of the Preprocessor class
2022-05-25/16:30:43		Entered the checkOutliers method of the Preprocessor class
2022-05-25/16:30:43		Finding outliers is a success
2022-05-25/16:30:43		Saving the plot of target data after replacing outliers is a success
2022-05-25/16:30:43		There are no outliers, thus replacing outliers is a success
2022-05-25/16:30:43		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/16:30:43		Creating New features is a success
2022-05-25/16:30:43		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/16:30:43		Creating New features is a success
2022-05-25/16:30:43		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-25/16:30:43		Entered the trainModel method of the Preprocessor class
2022-05-25/16:30:44		Training different models is a success
2022-05-25/16:30:45		Selecting the best parameters using hyperparameter tuning is a success
2022-05-25/16:30:45		Saving the best model
2022-05-25/16:30:45		Entered the predictingTestData method of the Preprocessor class
2022-05-25/16:36:18		Entered the readDataset method of the Preprocessor class
2022-05-25/16:36:18		Reading data is a success
2022-05-25/16:36:19		Entered the readDataset method of the Preprocessor class
2022-05-25/16:36:19		Reading data is a success
2022-05-25/16:36:19		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/16:36:19		Finding missing values is a success
2022-05-25/16:36:19		Entered the fillMissingValues method of the Preprocessor class
2022-05-25/16:36:19		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/16:36:19		Finding missing values is a success
2022-05-25/16:36:19		There are no null values, thus filling missing values is a success
2022-05-25/16:36:19		Entered the checkOutliers method of the Preprocessor class
2022-05-25/16:36:19		Finding outliers is a success
2022-05-25/16:36:19		Entered the replacingOutliers method of the Preprocessor class
2022-05-25/16:36:19		Entered the checkOutliers method of the Preprocessor class
2022-05-25/16:36:19		Finding outliers is a success
2022-05-25/16:36:19		Saving the plot of target data after replacing outliers is a success
2022-05-25/16:36:19		There are no outliers, thus replacing outliers is a success
2022-05-25/16:36:19		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/16:36:19		Creating New features is a success
2022-05-25/16:36:19		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/16:36:19		Creating New features is a success
2022-05-25/16:36:19		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-25/16:36:19		Entered the trainModel method of the Preprocessor class
2022-05-25/16:36:22		Training different models is a success
2022-05-25/16:36:23		Selecting the best parameters using hyperparameter tuning is a success
2022-05-25/16:36:23		Saving the best model
2022-05-25/16:36:23		Entered the predictingTestData method of the Preprocessor class
2022-05-25/16:38:59		Entered the readDataset method of the Preprocessor class
2022-05-25/16:38:59		Reading data is a success
2022-05-25/16:39:43		Entered the readDataset method of the Preprocessor class
2022-05-25/16:39:43		Reading data is a success
2022-05-25/16:39:45		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/16:39:45		Finding missing values is a success
2022-05-25/16:39:45		Entered the fillMissingValues method of the Preprocessor class
2022-05-25/16:39:45		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/16:39:45		Finding missing values is a success
2022-05-25/16:39:45		There are no null values, thus filling missing values is a success
2022-05-25/16:39:45		Entered the checkOutliers method of the Preprocessor class
2022-05-25/16:39:45		Finding outliers is a success
2022-05-25/16:39:45		Entered the replacingOutliers method of the Preprocessor class
2022-05-25/16:39:45		Entered the checkOutliers method of the Preprocessor class
2022-05-25/16:39:45		Finding outliers is a success
2022-05-25/16:39:45		Saving the plot of target data after replacing outliers is a success
2022-05-25/16:39:45		There are no outliers, thus replacing outliers is a success
2022-05-25/16:39:45		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/16:39:45		Creating New features is a success
2022-05-25/16:39:45		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/16:39:45		Creating New features is a success
2022-05-25/16:39:45		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-25/16:39:45		Entered the trainModel method of the Preprocessor class
2022-05-25/16:39:48		Training different models is a success
2022-05-25/16:39:49		Selecting the best parameters using hyperparameter tuning is a success
2022-05-25/16:39:49		Saving the best model
2022-05-25/16:39:49		Entered the predictingTestData method of the Preprocessor class
2022-05-25/16:48:27		Entered the readDataset method of the Preprocessor class
2022-05-25/16:48:27		Reading data is a success
2022-05-25/16:48:27		Entered the readDataset method of the Preprocessor class
2022-05-25/16:48:27		Reading data is a success
2022-05-25/16:48:27		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/16:48:27		Finding missing values is a success
2022-05-25/16:48:27		Entered the fillMissingValues method of the Preprocessor class
2022-05-25/16:48:27		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/16:48:27		Finding missing values is a success
2022-05-25/16:48:27		There are no null values, thus filling missing values is a success
2022-05-25/16:48:27		Entered the checkOutliers method of the Preprocessor class
2022-05-25/16:48:27		Finding outliers is a success
2022-05-25/16:48:27		Entered the replacingOutliers method of the Preprocessor class
2022-05-25/16:48:27		Entered the checkOutliers method of the Preprocessor class
2022-05-25/16:48:27		Finding outliers is a success
2022-05-25/16:48:27		Saving the plot of target data after replacing outliers is a success
2022-05-25/16:48:27		There are no outliers, thus replacing outliers is a success
2022-05-25/16:48:27		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/16:48:27		Creating New features is a success
2022-05-25/16:48:27		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/16:48:27		Creating New features is a success
2022-05-25/16:48:27		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-25/16:48:27		Entered the trainModel method of the Preprocessor class
2022-05-25/16:48:28		Training different models is a success
2022-05-25/16:48:29		Selecting the best parameters using hyperparameter tuning is a success
2022-05-25/16:48:29		Saving the best model
2022-05-25/16:48:29		Entered the predictingTestData method of the Preprocessor class
2022-05-25/16:50:32		Entered the readDataset method of the Preprocessor class
2022-05-25/16:50:32		Reading data is a success
2022-05-25/16:50:32		Entered the readDataset method of the Preprocessor class
2022-05-25/16:50:32		Reading data is a success
2022-05-25/16:50:32		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/16:50:32		Finding missing values is a success
2022-05-25/16:50:32		Entered the fillMissingValues method of the Preprocessor class
2022-05-25/16:50:32		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/16:50:32		Finding missing values is a success
2022-05-25/16:50:32		There are no null values, thus filling missing values is a success
2022-05-25/16:50:32		Entered the checkOutliers method of the Preprocessor class
2022-05-25/16:50:32		Finding outliers is a success
2022-05-25/16:50:32		Entered the replacingOutliers method of the Preprocessor class
2022-05-25/16:50:32		Entered the checkOutliers method of the Preprocessor class
2022-05-25/16:50:32		Finding outliers is a success
2022-05-25/16:50:32		Saving the plot of target data after replacing outliers is a success
2022-05-25/16:50:32		There are no outliers, thus replacing outliers is a success
2022-05-25/16:50:32		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/16:50:32		Creating New features is a success
2022-05-25/16:50:32		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/16:50:32		Creating New features is a success
2022-05-25/16:50:32		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-25/16:50:32		Entered the trainModel method of the Preprocessor class
2022-05-25/16:50:33		Training different models is a success
2022-05-25/16:50:34		Selecting the best parameters using hyperparameter tuning is a success
2022-05-25/16:50:34		Saving the best model
2022-05-25/16:50:34		Entered the predictingTestData method of the Preprocessor class
2022-05-25/16:51:35		Entered the readDataset method of the Preprocessor class
2022-05-25/16:51:35		Reading data is a success
2022-05-25/16:51:35		Entered the readDataset method of the Preprocessor class
2022-05-25/16:51:35		Reading data is a success
2022-05-25/16:51:35		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/16:51:35		Finding missing values is a success
2022-05-25/16:51:35		Entered the fillMissingValues method of the Preprocessor class
2022-05-25/16:51:35		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/16:51:35		Finding missing values is a success
2022-05-25/16:51:35		There are no null values, thus filling missing values is a success
2022-05-25/16:51:35		Entered the checkOutliers method of the Preprocessor class
2022-05-25/16:51:35		Finding outliers is a success
2022-05-25/16:51:35		Entered the replacingOutliers method of the Preprocessor class
2022-05-25/16:51:35		Entered the checkOutliers method of the Preprocessor class
2022-05-25/16:51:35		Finding outliers is a success
2022-05-25/16:51:35		Saving the plot of target data after replacing outliers is a success
2022-05-25/16:51:35		There are no outliers, thus replacing outliers is a success
2022-05-25/16:51:35		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/16:51:35		Creating New features is a success
2022-05-25/16:51:35		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/16:51:35		Creating New features is a success
2022-05-25/16:51:35		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-25/16:51:35		Entered the trainModel method of the Preprocessor class
2022-05-25/16:51:36		Training different models is a success
2022-05-25/16:51:37		Selecting the best parameters using hyperparameter tuning is a success
2022-05-25/16:51:37		Saving the best model
2022-05-25/16:51:37		Entered the predictingTestData method of the Preprocessor class
2022-05-25/17:09:35		Entered the readDataset method of the Preprocessor class
2022-05-25/17:09:35		Reading data is a success
2022-05-25/17:09:35		Entered the readDataset method of the Preprocessor class
2022-05-25/17:09:35		Reading data is a success
2022-05-25/17:09:35		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/17:09:35		Finding missing values is a success
2022-05-25/17:09:35		Entered the fillMissingValues method of the Preprocessor class
2022-05-25/17:09:35		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/17:09:35		Finding missing values is a success
2022-05-25/17:09:35		There are no null values, thus filling missing values is a success
2022-05-25/17:09:35		Entered the checkOutliers method of the Preprocessor class
2022-05-25/17:09:35		Finding outliers is a success
2022-05-25/17:09:35		Entered the replacingOutliers method of the Preprocessor class
2022-05-25/17:09:35		Entered the checkOutliers method of the Preprocessor class
2022-05-25/17:09:35		Finding outliers is a success
2022-05-25/17:09:35		Saving the plot of target data after replacing outliers is a success
2022-05-25/17:09:35		There are no outliers, thus replacing outliers is a success
2022-05-25/17:09:35		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/17:09:35		Creating New features is a success
2022-05-25/17:09:35		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/17:09:35		Creating New features is a success
2022-05-25/17:09:35		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-25/17:09:35		Entered the trainModel method of the Preprocessor class
2022-05-25/17:09:36		Training different models is a success
2022-05-25/17:09:37		Selecting the best parameters using hyperparameter tuning is a success
2022-05-25/17:09:37		Saving the best model
2022-05-25/17:09:37		Entered the predictingTestData method of the Preprocessor class
2022-05-25/17:14:39		Entered the readDataset method of the Preprocessor class
2022-05-25/17:14:39		Reading data is a success
2022-05-25/17:14:40		Entered the readDataset method of the Preprocessor class
2022-05-25/17:14:40		Reading data is a success
2022-05-25/17:14:40		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/17:14:40		Finding missing values is a success
2022-05-25/17:14:40		Entered the fillMissingValues method of the Preprocessor class
2022-05-25/17:14:40		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/17:14:40		Finding missing values is a success
2022-05-25/17:14:40		There are no null values, thus filling missing values is a success
2022-05-25/17:14:40		Entered the checkOutliers method of the Preprocessor class
2022-05-25/17:14:40		Finding outliers is a success
2022-05-25/17:14:40		Entered the replacingOutliers method of the Preprocessor class
2022-05-25/17:14:40		Entered the checkOutliers method of the Preprocessor class
2022-05-25/17:14:40		Finding outliers is a success
2022-05-25/17:14:40		Saving the plot of target data after replacing outliers is a success
2022-05-25/17:14:40		There are no outliers, thus replacing outliers is a success
2022-05-25/17:14:41		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/17:14:41		Creating New features is a success
2022-05-25/17:14:41		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/17:14:41		Creating New features is a success
2022-05-25/17:14:41		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-25/17:14:41		Entered the trainModel method of the Preprocessor class
2022-05-25/17:14:43		Training different models is a success
2022-05-25/17:14:44		Selecting the best parameters using hyperparameter tuning is a success
2022-05-25/17:14:44		Saving the best model
2022-05-25/17:14:44		Entered the predictingTestData method of the Preprocessor class
2022-05-25/17:25:17		Entered the readDataset method of the Preprocessor class
2022-05-25/17:25:17		Reading data is a success
2022-05-25/17:25:18		Entered the readDataset method of the Preprocessor class
2022-05-25/17:25:18		Reading data is a success
2022-05-25/17:25:18		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/17:25:18		Finding missing values is a success
2022-05-25/17:25:18		Entered the fillMissingValues method of the Preprocessor class
2022-05-25/17:25:18		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/17:25:18		Finding missing values is a success
2022-05-25/17:25:18		There are no null values, thus filling missing values is a success
2022-05-25/17:25:18		Entered the checkOutliers method of the Preprocessor class
2022-05-25/17:25:18		Finding outliers is a success
2022-05-25/17:25:18		Entered the replacingOutliers method of the Preprocessor class
2022-05-25/17:25:18		Entered the checkOutliers method of the Preprocessor class
2022-05-25/17:25:18		Finding outliers is a success
2022-05-25/17:25:18		Saving the plot of target data after replacing outliers is a success
2022-05-25/17:25:18		There are no outliers, thus replacing outliers is a success
2022-05-25/17:25:18		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/17:25:18		Creating New features is a success
2022-05-25/17:25:18		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/17:25:18		Creating New features is a success
2022-05-25/17:25:18		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-25/17:25:18		Entered the trainModel method of the Preprocessor class
2022-05-25/17:25:19		Training different models is a success
2022-05-25/17:25:20		Selecting the best parameters using hyperparameter tuning is a success
2022-05-25/17:25:20		Saving the best model
